variable,value,raw_n,raw_pct
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.,366,0.00744038543636031
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,346,0.0070338069972149374
AIAgentChallengesStrongly agree,My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,335,0.006810188855684983
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.,320,0.006505255026325954
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.,313,0.006362952572625074
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.,285,0.005793742757821553
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,281,0.005712427069992478
AIAgentChallengesStrongly agree,It takes significant time and effort to learn how to use AI agents effectively.,253,0.005143217255188957
AIAgentChallengesStrongly agree,Integrating AI agents with my existing tools and workflows can be difficult.,234,0.004756967738000854
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;It takes significant time and effort to learn how to use AI agents effectively.,227,0.004614665284299974
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,205,0.004167429001240064
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms;Write in the most significant challenge if not listed above:,189,0.0038421662499237667
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,180,0.003659205952308349
AIAgentChallengesStrongly agree,I am concerned about the accuracy of the information provided by AI agents.;Write in the most significant challenge if not listed above:,156,0.0031713118253339024
AIAgentChallengesStrongly agree,Write in the most significant challenge if not listed above:,153,0.003110325059462097
AIAgentChallengesStrongly agree,The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,151,0.0030696672155475597
AIAgentChallengesSomewhat agree,,27244,0.5538411498038259
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.,1758,0.035738244800878206
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.,1622,0.03297351141468968
AIAgentChallengesSomewhat agree,The cost of using certain AI agent platforms is a barrier.,1606,0.03264824866337338
AIAgentChallengesSomewhat agree,It takes significant time and effort to learn how to use AI agents effectively.,1407,0.02860279319387693
AIAgentChallengesSomewhat agree,I have concerns about the security and privacy of data when using AI agents.,1340,0.027240755422739932
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;I have concerns about the security and privacy of data when using AI agents.,922,0.018743266044601654
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.,844,0.017157610131934703
AIAgentChallengesSomewhat agree,My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,699,0.014209916448130756
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;The cost of using certain AI agent platforms is a barrier.,628,0.012766562989164685
AIAgentChallengesSomewhat agree,It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,613,0.012461629159805655
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;The cost of using certain AI agent platforms is a barrier.,609,0.012380313471976582
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.,596,0.012116037486532089
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;It takes significant time and effort to learn how to use AI agents effectively.,554,0.011262222764326807
AIAgentChallengesSomewhat agree,The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.,467,0.009493606554044439
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;I have concerns about the security and privacy of data when using AI agents.,447,0.009087028114899066
AIAgentChallengesSomewhat agree,It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.,424,0.008619462909881888
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,419,0.008517818300095546
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.,389,0.007907950641377488
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.,379,0.007704661421804802
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;I have concerns about the security and privacy of data when using AI agents.,316,0.00642393933849688
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,313,0.006362952572625074
AIAgentChallengesSomewhat agree,The cost of using certain AI agent platforms is a barrier.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,283,0.0057530849139070155
AIAgentChallengesSomewhat agree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.,267,0.0054278221625907175
AIAgentChallengesSomewhat agree,It takes significant time and effort to learn how to use AI agents effectively.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,266,0.005407493240633449
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.,262,0.005326177552804375
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;The cost of using certain AI agent platforms is a barrier.,257,0.005224532943018031
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,230,0.00467565205017178
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,220,0.0044723628305990935
AIAgentChallengesSomewhat agree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,199,0.004045455469496453
AIAgentChallengesStrongly disagree,,39877,0.8106564208900002
AIAgentChallengesStrongly disagree,My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,5502,0.11184972860889188
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.,687,0.013965969384643532
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,421,0.008558476144010084
AIAgentChallengesStrongly disagree,The cost of using certain AI agent platforms is a barrier.,352,0.007155780528958549
AIAgentChallengesStrongly disagree,The cost of using certain AI agent platforms is a barrier.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,303,0.006159663353052388
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.,239,0.004858612347787197
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,221,0.004492691752556362
AIAgentChallengesStrongly disagree,I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,175,0.003557561342522006
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.,136,0.0027647333861885305
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,117,0.002378483869000427
AIAgentChallengesStrongly disagree,I have concerns about the security and privacy of data when using AI agents.,113,0.0022971681811713527
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,110,0.0022361814152995468
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,104,0.002114207883555935
AIAgentChallengesStrongly disagree,I am concerned about the accuracy of the information provided by AI agents.,101,0.0020532211176841294
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,64,0.0013010510052651907
AIAgentChallengesStrongly disagree,Write in the most significant challenge if not listed above:,61,0.001240064239393385
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.,51,0.0010367750198206989
AIAgentChallengesStrongly disagree,The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,48,0.0009757882539488931
AIAgentChallengesStrongly disagree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms;Write in the most significant challenge if not listed above:,45,0.0009148014880770872
AIAgentChallengesStrongly disagree,I am concerned about the accuracy of the information provided by AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,35,0.0007115122685044012
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,30,0.0006098676587180582
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;The cost of using certain AI agent platforms is a barrier.,30,0.0006098676587180582
AIAgentChallengesStrongly disagree,It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,26,0.0005285519708889837
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;The cost of using certain AI agent platforms is a barrier.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,25,0.0005082230489317152
AIAgentChallengesStrongly disagree,My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms;Write in the most significant challenge if not listed above:,25,0.0005082230489317152
AIAgentChallengesStrongly disagree,The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.,24,0.00048789412697444653
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,22,0.00044723628305990933
AIAgentChallengesStrongly disagree,Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,21,0.0004269073611026407
AIAgentChallengesStrongly disagree,I am concerned about the accuracy of the information provided by AI agents.;Integrating AI agents with my existing tools and workflows can be difficult.;It takes significant time and effort to learn how to use AI agents effectively.;The cost of using certain AI agent platforms is a barrier.;I have concerns about the security and privacy of data when using AI agents.;My company's IT and/or InfoSec teams have strict rules that do not allow me to use AI agent tools or platforms,21,0.0004269073611026407
AIAgentKnowledge,,45790,0.9308613364233295
AIAgentKnowledge,GitHub MCP Server,657,0.013356101725925475
AIAgentKnowledge,Redis,485,0.009859527149275274
AIAgentKnowledge,supabase,160,0.003252627513162977
AIAgentKnowledge,Redis;GitHub MCP Server,137,0.002785062308145799
AIAgentKnowledge,ChromaDB,134,0.0027240755422739934
AIAgentKnowledge,pgvector,113,0.0022971681811713527
AIAgentKnowledge,Redis;supabase,92,0.0018702608200687118
AIAgentKnowledge,Redis;Neo4j,59,0.0011994063954788477
AIAgentKnowledge,Neo4j,52,0.0010571039417779675
AIAgentKnowledge,GitHub MCP Server;supabase,51,0.0010367750198206989
AIAgentKnowledge,Redis;pgvector,48,0.0009757882539488931
AIAgentKnowledge,GitHub MCP Server;ChromaDB,48,0.0009757882539488931
AIAgentKnowledge,Redis;GitHub MCP Server;supabase,41,0.0008334858002480128
AIAgentKnowledge,Redis;ChromaDB,34,0.0006911833465471326
AIAgentKnowledge,Redis;Fireproof;LanceDB;Letta;Neo4j;Qdrant;GitHub MCP Server;ChromaDB;supabase;pgvector;Milvus;Weaviate;Pinecone;Zep;LangMem;mem0,32,0.0006505255026325954
AIAgentKnowledge,Pinecone,31,0.0006301965806753268
AIAgentKnowledge,Qdrant,31,0.0006301965806753268
AIAgentKnowledge,GitHub MCP Server;pgvector,29,0.0005895387367607895
AIAgentKnowledge,ChromaDB;pgvector,24,0.00048789412697444653
AIAgentKnowledge,supabase;pgvector,24,0.00048789412697444653
AIAgentKnowledge,LanceDB,22,0.00044723628305990933
AIAgentKnowledge,Redis;GitHub MCP Server;ChromaDB,22,0.00044723628305990933
AIAgentKnowledge,Milvus,21,0.0004269073611026407
AIAgentKnowledge,Neo4j;GitHub MCP Server,21,0.0004269073611026407
AIAgentKnowledge,Redis;GitHub MCP Server;pgvector,19,0.0003862495171881035
AIAgentKnowledge,Weaviate,18,0.0003659205952308349
AIAgentKnowledge,Redis;Qdrant,18,0.0003659205952308349
AIAgentKnowledge,Redis;Pinecone,17,0.0003455916732735663
AIAgentKnowledge,Redis;GitHub MCP Server;supabase;pgvector,15,0.0003049338293590291
AIAgentKnowWrite,,48425,0.9844280457807323
AIAgentKnowWrite,Copilot,15,0.0003049338293590291
AIAgentKnowWrite,n8n,15,0.0003049338293590291
AIAgentKnowWrite,Cursor,13,0.00026427598544449186
AIAgentKnowWrite,ChatGPT,13,0.00026427598544449186
AIAgentKnowWrite,Junie,12,0.00024394706348722326
AIAgentKnowWrite,no,9,0.00018296029761541744
AIAgentKnowWrite,Claude Code,8,0.00016263137565814884
AIAgentKnowWrite,copilot,7,0.00014230245370088024
AIAgentKnowWrite,LangChain,7,0.00014230245370088024
AIAgentKnowWrite,Langchain,7,0.00014230245370088024
AIAgentKnowWrite,No,7,0.00014230245370088024
AIAgentKnowWrite,cursor,7,0.00014230245370088024
AIAgentKnowWrite,Github Copilot,7,0.00014230245370088024
AIAgentKnowWrite,custom,6,0.00012197353174361163
AIAgentKnowWrite,GitHub Copilot,6,0.00012197353174361163
AIAgentKnowWrite,chatgpt,5,0.00010164460978634303
AIAgentKnowWrite,1,5,0.00010164460978634303
AIAgentKnowWrite,Azure AI Search,4,8.131568782907442e-05
AIAgentKnowWrite,Tidewave,4,8.131568782907442e-05
AIAgentKnowWrite,Cline,4,8.131568782907442e-05
AIAgentKnowWrite,yes,4,8.131568782907442e-05
AIAgentKnowWrite,Claude,4,8.131568782907442e-05
AIAgentKnowWrite,MongoDB,3,6.0986765871805816e-05
AIAgentKnowWrite,LangGraph,3,6.0986765871805816e-05
AIAgentKnowWrite,Gemini,3,6.0986765871805816e-05
AIAgentKnowWrite,langgraph,3,6.0986765871805816e-05
AIAgentKnowWrite,CoPilot,3,6.0986765871805816e-05
AIAgentKnowWrite,"LangChain, LangGraph",3,6.0986765871805816e-05
AIAgentKnowWrite,Custom,3,6.0986765871805816e-05
AIAgentOrchestration,,45431,0.92356325344067
AIAgentOrchestration,Ollama,796,0.01618182187798581
AIAgentOrchestration,Amazon Bedrock Agents,171,0.0034762456546929316
AIAgentOrchestration,LangChain,170,0.0034559167327356632
AIAgentOrchestration,Ollama;LangChain,157,0.003191640747291171
AIAgentOrchestration,Zapier,150,0.003049338293590291
AIAgentOrchestration,Vertex AI,134,0.0027240755422739934
AIAgentOrchestration,AutoGen (Microsoft),134,0.0027240755422739934
AIAgentOrchestration,LangChain;LangGraph,110,0.0022361814152995468
AIAgentOrchestration,Ollama;OpenRouter,90,0.0018296029761541745
AIAgentOrchestration,OpenRouter,71,0.001443353458966071
AIAgentOrchestration,Ollama;LangChain;LangGraph,68,0.0013823666930942652
AIAgentOrchestration,IBM watsonx.ai,52,0.0010571039417779675
AIAgentOrchestration,Semantic Kernel,51,0.0010367750198206989
AIAgentOrchestration,Llama Index,45,0.0009148014880770872
AIAgentOrchestration,Vertex AI;Ollama,33,0.000670854424589864
AIAgentOrchestration,Llama Index;Ollama;LangChain,33,0.000670854424589864
AIAgentOrchestration,Llama Index;Ollama,31,0.0006301965806753268
AIAgentOrchestration,Ollama;Amazon Bedrock Agents,30,0.0006098676587180582
AIAgentOrchestration,Vertex AI;Agno;AutoGen (Microsoft);CrewAI;IBM watsonx.ai;Llama Index;Ollama;Semantic Kernel;OpenRouter;LangChain;Smol-AGI;Zapier;Amazon Bedrock Agents;LangGraph;Haystack;Martian;phidata;Smolagents;lyzr,30,0.0006098676587180582
AIAgentOrchestration,Ollama;Zapier,29,0.0005895387367607895
AIAgentOrchestration,CrewAI,26,0.0005285519708889837
AIAgentOrchestration,LangGraph,22,0.00044723628305990933
AIAgentOrchestration,Llama Index;LangChain,22,0.00044723628305990933
AIAgentOrchestration,Ollama;OpenRouter;LangChain,22,0.00044723628305990933
AIAgentOrchestration,Llama Index;Ollama;LangChain;LangGraph,21,0.0004269073611026407
AIAgentOrchestration,Ollama;Semantic Kernel,21,0.0004269073611026407
AIAgentOrchestration,Vertex AI;LangChain,20,0.00040657843914537213
AIAgentOrchestration,Agno,20,0.00040657843914537213
AIAgentOrchestration,Haystack,19,0.0003862495171881035
AIAgentOrchWrite,,48713,0.9902827753044257
AIAgentOrchWrite,n8n,28,0.000569209814803521
AIAgentOrchWrite,Copilot,12,0.00024394706348722326
AIAgentOrchWrite,No,8,0.00016263137565814884
AIAgentOrchWrite,no,8,0.00016263137565814884
AIAgentOrchWrite,Junie,7,0.00014230245370088024
AIAgentOrchWrite,Cursor,7,0.00014230245370088024
AIAgentOrchWrite,none,7,0.00014230245370088024
AIAgentOrchWrite,Spring AI,5,0.00010164460978634303
AIAgentOrchWrite,copilot,5,0.00010164460978634303
AIAgentOrchWrite,ChatGPT,5,0.00010164460978634303
AIAgentOrchWrite,Pydantic AI,5,0.00010164460978634303
AIAgentOrchWrite,N8N,4,8.131568782907442e-05
AIAgentOrchWrite,llama.cpp,4,8.131568782907442e-05
AIAgentOrchWrite,Google ADK,4,8.131568782907442e-05
AIAgentOrchWrite,Github Copilot,4,8.131568782907442e-05
AIAgentOrchWrite,Claude Code,4,8.131568782907442e-05
AIAgentOrchWrite,GitHub Copilot,3,6.0986765871805816e-05
AIAgentOrchWrite,Gemini,3,6.0986765871805816e-05
AIAgentOrchWrite,Azure,3,6.0986765871805816e-05
AIAgentOrchWrite,Roo Code,3,6.0986765871805816e-05
AIAgentOrchWrite,Make,3,6.0986765871805816e-05
AIAgentOrchWrite,1,3,6.0986765871805816e-05
AIAgentOrchWrite,LM Studio,3,6.0986765871805816e-05
AIAgentOrchWrite,Zed,3,6.0986765871805816e-05
AIAgentOrchWrite,JetBrains Junie,3,6.0986765871805816e-05
AIAgentOrchWrite,Amazon Q,3,6.0986765871805816e-05
AIAgentOrchWrite,Mastra,3,6.0986765871805816e-05
AIAgentOrchWrite,N8n,3,6.0986765871805816e-05
AIAgentOrchWrite,custom,2,4.065784391453721e-05
AIAgentObserveSecure,,46499,0.9452745420910329
AIAgentObserveSecure,Grafana + Prometheus,588,0.01195340611087394
AIAgentObserveSecure,Sentry,372,0.007562358968103922
AIAgentObserveSecure,Snyk,176,0.0035778902644792747
AIAgentObserveSecure,Sentry;Grafana + Prometheus,123,0.0025004574007440384
AIAgentObserveSecure,LangSmith,113,0.0022971681811713527
AIAgentObserveSecure,New Relic,104,0.002114207883555935
AIAgentObserveSecure,Honeycomb,59,0.0011994063954788477
AIAgentObserveSecure,Snyk;Grafana + Prometheus,58,0.001179077473521579
AIAgentObserveSecure,Sentry;Snyk,54,0.0010977617856925048
AIAgentObserveSecure,Wiz,54,0.0010977617856925048
AIAgentObserveSecure,Adversarial Robustness Toolbox (ART),47,0.0009554593319916245
AIAgentObserveSecure,Langfuse,44,0.0008944725661198187
AIAgentObserveSecure,Sentry;New Relic,43,0.0008741436441625501
AIAgentObserveSecure,LangSmith;Langfuse,42,0.0008538147222052814
AIAgentObserveSecure,Galileo,41,0.0008334858002480128
AIAgentObserveSecure,New Relic;Grafana + Prometheus,41,0.0008334858002480128
AIAgentObserveSecure,Sentry;Snyk;Grafana + Prometheus,35,0.0007115122685044012
AIAgentObserveSecure,Sentry;Galileo;Honeycomb;Metero;New Relic;opik;Snyk;Grafana + Prometheus;Adversarial Robustness Toolbox (ART);LangSmith;Langfuse;Wiz;Protect AI;Vectra AI;arize;helicone,28,0.000569209814803521
AIAgentObserveSecure,Protect AI,27,0.0005488808928462524
AIAgentObserveSecure,Honeycomb;Grafana + Prometheus,22,0.00044723628305990933
AIAgentObserveSecure,Sentry;New Relic;Grafana + Prometheus,21,0.0004269073611026407
AIAgentObserveSecure,Grafana + Prometheus;Langfuse,20,0.00040657843914537213
AIAgentObserveSecure,Grafana + Prometheus;LangSmith,20,0.00040657843914537213
AIAgentObserveSecure,Vectra AI,19,0.0003862495171881035
AIAgentObserveSecure,New Relic;Snyk,17,0.0003455916732735663
AIAgentObserveSecure,arize,17,0.0003455916732735663
AIAgentObserveSecure,Sentry;LangSmith,13,0.00026427598544449186
AIAgentObserveSecure,Metero,11,0.00022361814152995467
AIAgentObserveSecure,Sentry;New Relic;Snyk,11,0.00022361814152995467
AIAgentObsWrite,,48927,0.9946331646032811
AIAgentObsWrite,no,13,0.00026427598544449186
AIAgentObsWrite,Datadog,12,0.00024394706348722326
AIAgentObsWrite,Dynatrace,7,0.00014230245370088024
AIAgentObsWrite,none,7,0.00014230245370088024
AIAgentObsWrite,Copilot,5,0.00010164460978634303
AIAgentObsWrite,No,5,0.00010164460978634303
AIAgentObsWrite,copilot,4,8.131568782907442e-05
AIAgentObsWrite,1,4,8.131568782907442e-05
AIAgentObsWrite,chatgpt,3,6.0986765871805816e-05
AIAgentObsWrite,datadog,3,6.0986765871805816e-05
AIAgentObsWrite,ChatGPT,3,6.0986765871805816e-05
AIAgentObsWrite,-,3,6.0986765871805816e-05
AIAgentObsWrite,0,3,6.0986765871805816e-05
AIAgentObsWrite,n8n,3,6.0986765871805816e-05
AIAgentObsWrite,AgentOps,3,6.0986765871805816e-05
AIAgentObsWrite,Logfire,2,4.065784391453721e-05
AIAgentObsWrite,"ChatGPT, Copilot",2,4.065784391453721e-05
AIAgentObsWrite,wandb,2,4.065784391453721e-05
AIAgentObsWrite,Cloudwatch,2,4.065784391453721e-05
AIAgentObsWrite,DataDog,2,4.065784391453721e-05
AIAgentObsWrite,Github Copilot,2,4.065784391453721e-05
AIAgentObsWrite,"Splunk ML, Dynatrace Davis",1,2.0328921957268605e-05
AIAgentObsWrite,Custom internal monitoring solution together with Grafana and Prometheus,1,2.0328921957268605e-05
AIAgentObsWrite,Same answer,1,2.0328921957268605e-05
AIAgentObsWrite,ES cloud AI agent (forgot the name),1,2.0328921957268605e-05
AIAgentObsWrite,CoPilot,1,2.0328921957268605e-05
AIAgentObsWrite,"iMacros, Self created .log Files",1,2.0328921957268605e-05
AIAgentObsWrite,"coroot, opentelemetry, fluvio",1,2.0328921957268605e-05
AIAgentObsWrite,Observe,1,2.0328921957268605e-05
AIAgentExternal,,40859,0.830619422252038
AIAgentExternal,ChatGPT;GitHub Copilot,669,0.013600048789412697
AIAgentExternal,ChatGPT,549,0.011160578154540465
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot;Google Gemini,371,0.007542030046146653
AIAgentExternal,ChatGPT;GitHub Copilot;Google Gemini,370,0.007521701124189384
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot,352,0.007155780528958549
AIAgentExternal,GitHub Copilot,341,0.006932162387428595
AIAgentExternal,ChatGPT;GitHub Copilot;Microsoft Copilot,287,0.00583440060173609
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot;Google Gemini;Microsoft Copilot,239,0.004858612347787197
AIAgentExternal,ChatGPT;GitHub Copilot;Google Gemini;Microsoft Copilot,237,0.00481795450387266
AIAgentExternal,ChatGPT;Google Gemini,231,0.004695980972129048
AIAgentExternal,ChatGPT;Claude Code,228,0.004634994206257242
AIAgentExternal,ChatGPT;Claude Code;Google Gemini,141,0.0028663779959748736
AIAgentExternal,ChatGPT;Microsoft Copilot,129,0.0026224309324876503
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot;Microsoft Copilot,117,0.002378483869000427
AIAgentExternal,GitHub Copilot;Microsoft Copilot,105,0.0021345368055132037
AIAgentExternal,ChatGPT;Google Gemini;Microsoft Copilot,100,0.0020328921957268606
AIAgentExternal,GitHub Copilot;Google Gemini,96,0.0019515765078977861
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot;Google Gemini;Perplexity,87,0.0017686162102823688
AIAgentExternal,Google Gemini,82,0.0016669716004960257
AIAgentExternal,Microsoft Copilot,76,0.001544998068752414
AIAgentExternal,Claude Code,75,0.0015246691467951455
AIAgentExternal,ChatGPT;Claude Code;GitHub Copilot;Google Gemini;Microsoft Copilot;Perplexity,72,0.0014636823809233395
AIAgentExternal,Claude Code;GitHub Copilot,62,0.0012603931613506536
AIAgentExternal,ChatGPT;GitHub Copilot;Google Gemini;Perplexity,52,0.0010571039417779675
AIAgentExternal,ChatGPT;GitHub Copilot;Perplexity,50,0.0010164460978634303
